('INTERNALID','ROUTES_161'),
('E70266','77'),
('E54550','71C'),
('E54585','71C'),
('E54600','71C'),
('E54610','71C'),
('E54590','71C'),
('N52540','4'),
('N52605','4'),
('N52655','4'),
('N52560','4'),
('N52550','4'),
('N52545','4'),
('N52580','4'),
('N23220','4'),
('N52590','4'),
('N52600','4'),
('N52620','4'),
('N52630','4'),
('N52640','4'),
('N52650','4'),
('N52670','4'),
('E70392','77'),
('E70392','P16'),
('E54855','77'),
('E54855','P16'),
('E54940','77'),
('E54940','P16'),
('E70352','77'),
('E70352','P16'),
('E70351','77'),
('E70351','P16'),
('E54860','77'),
('E54860','P16'),
('E54900','77'),
('E54900','P16'),
('E70440','77'),
('E70440','P16'),
('E54870','77'),
('E54870','P16'),
('E54880','77'),
('E54880','P16'),
('E70350','77'),
('E70350','P16'),
('E54890','77'),
('E54890','P16'),
('E70280','77'),
('E70280','P16'),
('E70364','77'),
('E70364','P16'),
('E70353','77'),
('E70353','P16'),
('E55000','77'),
('E55000','P16'),
('E70391','77'),
('E70391','P16'),
('E55010','77'),
('E55010','P16'),
('E55090','P16'),
('E55100','P16'),
('E70279','P16'),
('E55020','P16'),
('E55025','P16'),
('E70341','P16'),
('E55040','P16'),
('E55045','P16'),
('E55180','P16'),
('E70339','P16'),
('E55065','P16'),
('E55070','P16'),
('E55080','P16'),
('E70441','P16'),
('E70443','P16'),
('E55130','P16'),
('E70857','P16'),
('E55135','P16'),
('E55032','P16'),
('E55050','P16'),
('E55160','P16'),
('E55136','P16'),
('E70444','P16'),
('E70445','P16'),
('E70336','P16'),
('E70342','P16'),
('E55035','P16'),
('E70355','P16'),
('E55190','P16'),
('E70337','P16'),
('E55140','P16'),
('E70338','P16'),
('E70442','P16'),
('S70480','56'),
('E55250','74'),
('E55260','74'),
('E70331','74'),
('E55211','74'),
('E70333','74'),
('E70455','74'),
('E70737','67'),
('E70736','67'),
('E70217','83'),
('X18580','41'),
('X18550','41'),
('X18555','41'),
('X18560','41'),
('X18570','41'),
('X18575','41'),
('X18600','41'),
('X18590','41'),
('E70745','74'),
('E55340','79'),
('E55350','79'),
('E55350','P17'),
('E55320','P17'),
('E55330','79'),
('E55330','P17'),
('E55370','78'),
('E55370','P78'),
('E55380','78'),
('E55380','P78'),
('E55410','78'),
('E55410','P78'),
('E55420','78'),
('E55420','P78'),
('E55450','78'),
('E55450','P78'),
('E55480','78'),
('E55480','P78'),
('E55500','79'),
('E55500','P17'),
('E55510','78'),
('E55510','P78'),
('E55530','78'),
('E55530','P78'),
('E55535','78'),
('E55535','P78'),
('E55550','78'),
('E55550','P78'),
('E55560','78'),
('E55560','P78'),
('E55570','78'),
('E55570','P78'),
('E55580','78'),
('E55580','P78'),
('E55590','78'),
('E55590','P78'),
('E55600','78'),
('E55600','P78'),
('E55610','78'),
('E55610','P78'),
('E55620','78'),
('E55620','P78'),
('E55630','78'),
('E55630','P78'),
('E55700','78'),
('E55700','P78'),
('E55730','78'),
('E55730','P78'),
('E55490','78'),
('E55490','P78'),
('E55750','79'),
('E55780','78'),
('E55780','P78'),
('E55800','78'),
('E55800','P78'),
('E55810','78'),
('E55810','P78'),
('E70903','61A'),
('E70902','61A'),
('E70898','61A'),
('S46130','60'),
('S46150','60'),
('S46190','60'),
('S46470','60'),
('S46390','60'),
('S46450','60'),
('S46480','60'),
('E70825','69'),
('E70825','P69'),
('TP0870','BLUE SOUTH HILLS VILLAGE'),
('W70147','20'),
('X70030','36'),
('TP7061','36'),
('W70146','20'),
('X18730','40'),
('X18750','40'),
('X70022','40'),
('X18770','40'),
('X18780','40'),
('X18790','40'),
('X18800','40'),
('X18810','40'),
('X18840','40'),
('X18841','40'),
('X18880','40'),
('X18720','40'),
('X18890','40'),
('N70144','1'),
('N70144','P10'),
('S49310','55'),
('S49310','56'),
('S49310','59'),
('S49340','55'),
('S49340','56'),
('S49340','59'),
('S49350','55'),
('S49350','56'),
('S49350','59'),
('S49380','55'),
('S49380','56'),
('S49380','59'),
('S49470','55'),
('S49470','56'),
('S49470','59'),
('S49500','55'),
('S49500','56'),
('S49500','59'),
('S49370','55'),
('S49370','56'),
('S49370','59'),
('S49510','55'),
('S49510','56'),
('S49510','59'),
('N03630','1'),
('N03640','1'),
('N03640','P10'),
('N03660','1'),
('N03660','P10'),
('N03670','1'),
('N03670','P10'),
('N03700','1'),
('N03700','P10'),
('N03710','1'),
('N03710','P10'),
('W70158','20'),
('W70158','21'),
('W70158','22'),
('W70158','24'),
('W25800','20'),
('W25800','21'),
('W25800','22'),
('W25800','24'),
('W25800','26'),
('W25800','27'),
('W25800','28X'),
('W25800','29'),
('W25800','31'),
('W25800','G2'),
('W25800','G3'),
('W25800','G31'),
('W25810','20'),
('W25810','21'),
('W25810','22'),
('W25810','24'),
('W25900','20'),
('W25900','21'),
('W25900','22'),
('W25900','24'),
('W25900','26'),
('W25900','27'),
('W25900','28X'),
('W25900','29'),
('W25900','31'),
('W25900','G2'),
('W25900','G3'),
('W25900','G31'),
('W25860','20'),
('W25860','21'),
('W25860','22'),
('W25860','24'),
('W25940','20'),
('W25940','21'),
('W25940','22'),
('W25940','24'),
('W25950','20'),
('W25950','21'),
('W25950','22'),
('W25950','24'),
('W25910','20'),
('W25910','21'),
('W25910','22'),
('W25910','24'),
('W25910','28X'),
('W25910','G2'),
('W25910','G3'),
('W25910','G31'),
('W25990','20'),
('W25990','21'),
('W25990','22'),
('W25990','24'),
('W26060','20'),
('W26060','21'),
('W26060','22'),
('W26060','24'),
('W26060','26'),
('W26060','27'),
('W26060','28X'),
('W26060','29'),
('W26060','31'),
('W26060','G2'),
('W26060','G3'),
('W26060','G31'),
('W26290','27'),
('W26300','27'),
('W26186','27'),
('W26190','27'),
('W70116','27'),
('W26200','26'),
('W26200','27'),
('W26210','27'),
('W26240','26'),
('W26240','27'),
('W26250','27'),
('W26340','27'),
('W26350','27'),
('W26360','27'),
('W26280','27'),
('W26390','26'),
('W26390','27'),
('E55855','81'),
('E55860','81'),
('E55990','67'),
('E55990','69'),
('E55990','78'),
('E55990','79'),
('E55990','P12'),
('E55990','P78'),
('E56000','67'),
('E56000','69'),
('E56000','78'),
('E56000','79'),
('E56000','P12'),
('E56000','P78'),
('E56003','69'),
('E56003','71'),
('E56003','78'),
('E56003','79'),
('E56003','86'),
('E56003','P12'),
('E56003','P71'),
('E56003','P78'),
('E56010','67'),
('E56010','69'),
('E56010','78'),
('E56010','79'),
('E56010','P12'),
('E56010','P78'),
('E56005','69'),
('E56005','71'),
('E56005','P12'),
('E56005','P71'),
('E56005','P78'),
('E56020','67'),
('E56020','69'),
('E56020','78'),
('E56020','79'),
('E56020','P12'),
('E56020','P78'),
('E56030','67'),
('E56030','69'),
('E56030','78'),
('E56030','79'),
('E56030','P12'),
('E56030','P16'),
('E56030','P78'),
('E56035','71D'),
('E56035','86'),
('S47310','60'),
('S47320','60'),
('S70165','60'),
('S70167','60'),
('S46800','60'),
('S46810','60'),
('S46820','60'),
('S46830','60'),
('S46840','60'),
('S70422','56'),
('S46850','60'),
('S46860','60'),
('S46870','60'),
('S46880','60'),
('S46890','60'),
('S46900','60'),
('S46910','60'),
('S46920','60'),
('S46930','60'),
('S46940','60'),
('S46950','60'),
('S46960','60'),
('S46980','60'),
('S46990','60'),
('S47000','60'),
('S47020','60'),
('S47030','60'),
('S47065','60'),
('S47070','60'),
('S70163','60'),
('S70166','60'),
('S47130','60'),
('S47140','60'),
('S47150','60'),
('S47180','60'),
('S47380','60'),
('S47200','60'),
('S47220','60'),
('S47230','60'),
('S47240','60'),
('S47325','60'),
('S47210','60'),
('S70019','60'),
('S47340','60'),
('S46970','60'),
('S47350','60'),
('S47400','60'),
('S47410','60'),
('S47120','60'),
('S47420','60'),
('S47440','60'),
('S47450','60'),
('S47430','60'),
('S70018','60'),
('E56190','74'),
('E56200','74'),
('E56210','74'),
('E56220','74'),
('E70415','55'),
('E70415','P76'),
('E56223','55'),
('E56223','P76'),
('E56225','55'),
('E56225','P76'),
('E56227','55'),
('E56227','P76'),
('N53290','11'),
('S47500','43'),
('S47500','48'),
('S47510','43'),
('S47510','48'),
('S47520','43'),
('S47540','43'),
('S47540','48'),
('S70468','48'),
('S47560','44'),
('S47560','48'),
('S47560','54'),
('S47570','43'),
('S47570','44'),
('S47580','44'),
('S47580','48'),
('S47580','54'),
('S47590','44'),
('S47590','48'),
('S47590','54'),
('S47600','44'),
('S47600','48'),
('S47600','54'),
('S47530','43'),
('S47530','48'),
('S47640','43'),
('S47640','48'),
('S47620','43'),
('S47620','44'),
('S47680','44'),
('S47680','48'),
('S47680','54'),
('S70260','43'),
('S47710','44'),
('S47710','48'),
('S47710','54'),
('S47720','48'),
('W24035','31'),
('W70144','31'),
('W24190','31'),
('W24150','31'),
('W24160','31'),
('W24740','31'),
('W24740','G31'),
('W24260','31'),
('W24270','31'),
('W24290','31'),
('W24330','31'),
('W24330','G31'),
('W24410','31'),
('W24410','G31'),
('W24420','31'),
('W24380','31'),
('W24450','31'),
('W25210','31'),
('W25210','G31'),
('W24520','31'),
('W24530','31'),
('E56390','P10'),
('E56295','P10'),
('E56300','P10'),
('E56340','P10'),
('E56370','P10'),
('E56380','P10'),
('E56400','P10'),
('E70239','P10'),
('E56440','P10'),
('W24600','31'),
('W24600','G31'),
('W24610','31'),
('W24610','38'),
('W24610','G31'),
('W24745','31'),
('W24745','G31'),
('W24710','31'),
('W24710','38'),
('W24710','G31'),
('W24730','31'),
('W24730','38'),
('W24730','G31'),
('W24780','31'),
('W24780','38'),
('W24780','G31'),
('W24690','31'),
('W24690','38'),
('W24690','G31'),
('W25040','31'),
('W25040','38'),
('W25040','G31'),
('W24385','31'),
('W24385','G31'),
('W25070','31'),
('W25070','38'),
('W25070','G31'),
('W25100','31'),
('W25100','38'),
('W25100','G31'),
('W25110','31'),
('W25110','38'),
('W25110','G31'),
('W25150','31'),
('W25150','38'),
('W25150','G31'),
('W25350','31'),
('W25350','38'),
('W25350','G31'),
('W24770','31'),
('W24770','38'),
('W24770','G31'),
('W25240','31'),
('W25240','38'),
('W25240','G31'),
('W25400','31'),
('W25400','38'),
('W25400','G31'),
('W25450','31'),
('W25450','38'),
('W25450','G31'),
('W25460','31'),
('W25460','38'),
('W25460','G31'),
('X19390','36'),
('X19400','36'),
('X19440','41'),
('X70065','38'),
('X70073','41'),
('X19720','36'),
('X19505','38'),
('X19640','41'),
('X19470','38'),
('X19460','38'),
('X19500','38'),
('E70772','59'),
('E70772','P7'),
('E70772','P71'),
('E70773','59'),
('E70773','P7'),
('E70773','P71'),
('S70040','53L'),
('S70040','59'),
('S70040','61D'),
('S70040','64'),
('S70469','53L'),
('S70469','59'),
('S70469','61D'),
('S70469','64'),
('S70421','53'),
('S70421','57'),
('S70421','59'),
('S70421','61D'),
('S70421','64'),
('S70278','59'),
('S48275','59'),
('S70136','53'),
('S70136','53L'),
('S70136','59'),
('S70136','61D'),
('S70136','64'),
('S48257','59'),
('S48260','53'),
('S48260','53L'),
('S48260','59'),
('S48260','61D'),
('S48260','64'),
('N70049','1'),
('N70049','75'),
('N70049','91'),
('N53510','1'),
('N53510','75'),
('N53510','91'),
('N70048','1'),
('N70048','75'),
('N70048','91'),
('N53540','1'),
('N53540','75'),
('N53540','91'),
('N53545','1'),
('N53545','75'),
('N53545','91'),
('E56560','61A'),
('E56560','P7'),
('E56550','61A'),
('E56550','P7'),
('E56800','83'),
('E56920','83'),
('X20230','41'),
('X20240','41'),
('X19920','41'),
('X19930','41'),
('X19970','41'),
('X19980','41'),
('X19990','41'),
('X20330','41'),
('X20000','41'),
('X20010','41'),
('X20020','41'),
('X70076','41'),
('X20050','41'),
('X20070','41'),
('X20080','41'),
('X20090','41'),
('X20110','41'),
('X20140','41'),
('X20170','41'),
('X20200','41'),
('X20250','41'),
('X20280','41'),
('X20310','41'),
('X20320','41'),
('X20370','41'),
('X20400','41'),
('X20410','41'),
('X20430','41'),
('S70563','51'),
('S70563','53L'),
('S48380','53'),
('S48380','53L'),
('S48390','53'),
('S48390','53L'),
('S48400','53'),
('S48400','53L'),
('S48410','53'),
('S48410','53L'),
('S48430','53'),
('S48430','53L'),
('S48440','53'),
('S48440','53L'),
('S48450','53'),
('S48450','53L'),
('S48470','53'),
('S48470','53L'),
('S48490','53'),
('S48490','53L'),
('S48500','53'),
('S48500','53L'),
('S48510','53'),
('S48510','53L'),
('S48530','53'),
('S48530','53L'),
('N53595','8'),
('N53595','13'),
('N53597','8'),
('N53597','13'),
('N53605','8'),
('N53605','13'),
('N53620','8'),
('N53620','13'),
('N53630','8'),
('N53630','13'),
('N53610','8'),
('N53610','13'),
('N53645','18'),
('N53650','18'),
('N53670','18'),
('N53760','18'),
('N53640','18'),
('N53750','18'),
('N53753','14'),
('E56995','69'),
('S48557','Y45'),
('S48562','Y45'),
('S48572','Y45'),
('S70390','Y45'),
('S48587','Y45'),
('S48560','Y45'),
('S48589','Y45'),
('S48570','Y45'),
('S48600','Y45'),
('S48620','81'),
('S48620','83'),
('E57165','71'),
('E57165','P71'),
('E57180','71'),
('E57180','P71'),
('S48745','52L'),
('S48745','59'),
('S48785','52L'),
('S48785','59'),
('S48670','59'),
('S48680','59'),
('S48690','59'),
('S48787','52L'),
('S48787','59'),
('S48710','59'),
('S48720','52L'),
('S48720','59'),
('S48700','52L'),
('S48700','59'),
('S48750','52L'),
('S48750','59'),
('S48770','52L'),
('S48770','59'),
('S48820','52L'),
('S48820','59'),
('S48780','52L'),
('S48780','59'),
('S48830','52L'),
('S48830','59'),
('S48790','52L'),
('S48790','59'),
('S48840','52L'),
('S48840','59'),
('S48810','52L'),
('S48810','59'),
('W25550','29'),
('E70335','74'),
('E70335','89'),
('E57340','65'),
('E57360','65'),
('E70065','78'),
('E70065','P78'),
('E57410','78'),
('E57410','P78'),
('E57380','78'),
('E57380','P78'),
('E57610','67'),
('E57610','69'),
('E57610','74'),
('E57620','67'),
('E57620','69'),
('E57620','74'),
('E57460','67'),
('E57460','69'),
('E57460','74'),
('E57470','67'),
('E57470','69'),
('E57470','74'),
('E57490','67'),
('E57490','69'),
('E57490','74'),
('E57510','67'),
('E57510','69'),
('E57540','67'),
('E57540','69'),
('E57750','67'),
('E57750','69'),
('E57570','67'),
('E57570','69'),
('E57580','67'),
('E57580','69'),
('E57590','67'),
('E57590','69'),
('E57640','67'),
('E57640','69'),
('E57640','74'),
('E57650','67'),
('E57650','69'),
('E57650','74'),
('E57660','67'),
('E57660','69'),
('E57670','67'),
('E57670','69'),
('E57680','67'),
('E57680','69'),
('E57680','74'),
('E57710','67'),
('E57710','69'),
('E57710','74'),
('E57450','67'),
('E57450','69'),
('E57450','74'),
('E57500','67'),
('E57500','69'),
('E57560','67'),
('E57560','69'),
('E57770','67'),
('E57770','69'),
('E57770','74'),
('E57790','67'),
('E57790','69'),
('E57790','74'),
('E58360','67'),
('E58360','P12'),
('E58360','P16'),
('E58410','P12'),
('E58930','P12'),
('E59010','67'),
('E59010','P12'),
('E59010','P16'),
('E59050','P12'),
('E58260','P12'),
('E70946','67'),
('E57980','79'),
('E57990','79'),
('E57940','79'),
('E57950','79'),
('E57960','79'),
('E57970','79'),
('E58010','79'),
('E58000','79'),
('N54500','11'),
('N54510','11'),
('N54520','11'),
('N54505','11'),
('N54530','11'),
('N54540','11'),
('E58020','74'),
('E70328','74'),
('E58030','74'),
('E58040','74'),
('W25670','27'),
('W25680','27'),
('W25710','27'),
('W25750','27'),
('W25775','27'),
('X20590','41'),
('N54810','16'),
('N54800','16'),
('N54820','16'),
('E58050','58'),
('E58060','58'),
('E58070','58'),
('E58080','58'),
('E58090','58'),
('E58100','58'),
('E70401','58'),
('E58120','58'),
('E58130','58'),
('E58140','58'),
('E58150','58'),
('E70947','67'),
('E70947','P12'),
('E70947','P16'),
('E58350','67'),
('E58380','67'),
('E58390','67'),
('E58385','67'),
('E58440','67'),
('E58440','P12'),
('E58440','P16'),
('E58450','67'),
('E58450','P12'),
('E58450','P16'),
('E58480','P67'),
('E58370','67'),
('E58370','P67'),
('E58705','67'),
('E58705','P67'),
('E58720','67'),
('E58720','P67'),
('E58575','67'),
('E58575','P12'),
('E58575','P16'),
('E58400','67'),
('E58650','67'),
('E58650','P67'),
('E58665','67'),
('E58665','P12'),
('E58665','P16'),
('E58700','P67'),
('E58590','67'),
('E58590','P67'),
('E58780','67'),
('E58790','67'),
('E58790','P67'),
('E58710','67'),
('E58710','P67'),
('E58850','67'),
('E58730','67'),
('E58890','67'),
('E59140','67'),
('E59140','P67'),
('E59060','67'),
('E59230','P67'),
('E59270','67'),
('E58725','67'),
('E58240','67'),
('E10230','68'),
('E10230','P68'),
('E10400','68'),
('E10400','P68'),
('E10140','68'),
('E10140','P68'),
('E10180','68'),
('E10180','P68'),
('E10210','68'),
('E10210','P68'),
('E10290','68'),
('E10290','P68'),
('E10430','68'),
('E10430','P68'),
('E10480','68'),
('E10480','P68'),
('E59360','61A'),
('E59360','71'),
('E59360','P71'),
('E59370','71D'),
('E59370','86'),
('E59380','71D'),
('E59380','86'),
('E59390','71D'),
('E59390','86'),
('E59365','71D'),
('E59365','86'),
('E59430','71'),
('E59430','P71'),
('P03690','39'),
('P03690','40'),
('P03690','41'),
('P03690','43'),
('P03690','44'),
('P03690','48'),
('P03690','51'),
('P03690','51L'),
('P03690','Y1'),
('P03690','Y45'),
('P03690','Y46'),
('P03690','Y47'),
('P03690','Y49'),
('E59450','61A'),
('E59450','71'),
('E59450','P71'),
('E59480','71D'),
('E59480','86'),
('E59510','71'),
('E59510','P71'),
('E59520','71D'),
('E59520','86'),
('P03695','39'),
('P03695','40'),
('P03695','41'),
('P03695','43'),
('P03695','44'),
('P03695','48'),
('P03695','51'),
('P03695','51L'),
('P03695','Y1'),
('P03695','Y45'),
('P03695','Y46'),
('P03695','Y47'),
('P03695','Y49'),
('E59540','71D'),
('E59540','86'),
('E59550','71D'),
('E59550','86'),
('E70254','71D'),
('E70254','86'),
('N54620','17'),
('N54640','17'),
('N54670','17'),
('N54680','17'),
('N54690','17'),
('E59690','59'),
('E59690','61A'),
('E59570','59'),
('E59570','61A'),
('E59580','59'),
('E59580','61A'),
('E59580','P71'),
('E59590','59'),
('E59590','61A'),
('E59590','P71'),
('E70154','59'),
('E70154','61A'),
('E59610','59'),
('E59610','61A'),
('E59610','P71'),
('E59620','61A'),
('E59630','59'),
('E59630','61A'),
('E59630','P71'),
('E59640','59'),
('E59640','61A'),
('E59640','P71'),
('E59650','59'),
('E59650','61A'),
('E59650','P71'),
('E59660','59'),
('E59660','61A'),
('E59660','P71'),
('E59700','61A'),
('E59710','59'),
('E59710','61A'),
('E59710','P71'),
('E59720','59'),
('E59720','61A'),
('E59670','59'),
('E59670','61A'),
('E59605','59'),
('E59605','61A'),
('E70007','61A'),
('E59730','59'),
('E59730','61A'),
('E59680','59'),
('E59680','61A'),
('S50180','Y46'),
('S50190','Y46'),
('S50200','Y46'),
('S50210','Y46'),
('S50220','Y46'),
('S50262','Y46'),
('S50240','Y46'),
('S50253','Y46'),
('S50263','Y46'),
('S70106','Y46'),
('S50254','Y46'),
('S50264','Y46'),
('S50265','Y46'),
('S50270','Y46'),
('S50252','Y46'),
('S50280','Y46'),
('S50290','Y46'),
('S70105','Y46'),
('S50255','Y46'),
('S50310','52L'),
('S70570','52L'),
('S70571','52L'),
('N54790','11'),
('S50350','60'),
('S50330','60'),
('E60090','59'),
('E60095','59'),
('E60085','59'),
('E60100','59'),
('E60110','59'),
('E60140','59'),
('E60150','59'),
('S50370','60'),
('S12900','Y45'),
('S12790','Y45'),
('S40662','Y45'),
('S22190','Y45'),
('S43665','Y45'),
('W00460','21'),
('E70767','59'),
('E70767','71'),
('E70767','P7'),
('W00400','21'),
('W00480','21'),
('W00590','21'),
('W00530','21'),
('P00920','1'),
('P00920','2'),
('P00920','4'),
('P00920','6'),
('P00920','8'),
('P00920','11'),
('P00920','12'),
('P00920','O5'),
('P00920','P13'),
('P01040','2'),
('P01040','4'),
('P01040','7'),
('P01040','8'),
('P01040','12'),
('P01040','P13'),
('E03927','83'),
('E03940','83'),
('E03900','83'),
('S35610','43'),
('S05236','56'),
('X00480','41'),
('X00610','36'),
('X00580','36'),
('X00650','36'),
('X00660','36'),
('X00560','36'),
('S05490','54'),
('E05517','82'),
('E05517','86'),
('E06650','28X'),
('E06650','58'),
('E07660','77'),
('P01150','52L'),
('P01150','53L'),
('P01150','56'),
('P01150','57'),
('P01150','58'),
('E08190','58'),
('E08190','65'),
('E08190','93'),
('P01230','65'),
('P01230','67'),
('P01230','69'),
('P01250','20'),
('P01250','21'),
('P01250','22'),
('P01250','24'),
('P01250','36'),
('P01250','38'),
('X01950','40'),
('X01950','43'),
('X02260','41'),
('X02410','41'),
('E09100','61B'),
('E09100','71'),
('E09100','P71'),
('E09320','61B'),
('E09600','54'),
('N10250','16'),
('N10250','17'),
('N10290','13'),
('N10290','15'),
('N10290','16'),
('N23584','17'),
('N10420','16'),
('N10450','13'),
('N10450','15'),
('N10450','16'),
('N10610','18'),
('N10755','16'),
('N10830','16'),
('W02760','24'),
('E10900','52L'),
('E10900','53L'),
('E10900','61C'),
('E10900','61D'),
('E10900','64'),
('E10920','52L'),
('E10920','53L'),
('E10920','57'),
('E10920','61C'),
('E10920','61D'),
('E10920','64'),
('S09000','51'),
('S08620','Y47'),
('S09310','51'),
('E11840','91'),
('E12230','91'),
('E12230','93'),
('S34190','53'),
('S34190','53L'),
('S34190','56'),
('W02810','G31'),
('W02880','G31'),
('N70149','14'),
('E13170','64'),
('E13170','71A'),
('E13170','71C'),
('E13170','82'),
('E13170','86'),
('E13190','82'),
('E13270','82'),
('E13330','82'),
('E13360','82'),
('E13360','83'),
('E13385','81'),
('E13385','82'),
('E13385','83'),
('E13450','81'),
('E13450','82'),
('E13795','64'),
('E13795','71A'),
('E13795','71C'),
('E13795','82'),
('E13795','86'),
('E13970','82'),
('E13945','82'),
('E13945','86'),
('E13780','71A'),
('E13780','71C'),
('E13780','82'),
('E13825','81'),
('E13825','82'),
('E13825','83'),
('E70282','82'),
('E70282','86'),
('E14060','71A'),
('E14060','71C'),
('E14060','82'),
('W03750','20'),
('W03210','26'),
('W03260','20'),
('W03360','20'),
('W03360','21'),
('W03360','24'),
('W03430','26'),
('W03820','27'),
('W03810','20'),
('W04610','24'),
('W70090','24'),
('W04660','24'),
('S12530','44'),
('E15580','58'),
('E15580','93'),
('X05120','41'),
('S16060','48'),
('S16060','51'),
('S16240','48'),
('S16240','54'),
('S16240','81'),
('S16240','83'),
('S16260','48'),
('S16260','54'),
('S16260','81'),
('S16260','83'),
('S16300','48'),
('S16300','75'),
('S16540','39'),
('S16540','40'),
('S16540','41'),
('S16540','43'),
('S16540','44'),
('S16540','48'),
('S16540','51'),
('S16540','51L'),
('S16540','Y1'),
('S16540','Y45'),
('S16540','Y46'),
('S16540','Y47'),
('S16540','Y49'),
('W20150','31'),
('W20150','G31'),
('W20280','31'),
('W20280','G31'),
('E15960','74'),
('E15960','75'),
('E15960','77'),
('E15960','82'),
('E15960','86'),
('E15960','89'),
('E15960','P17'),
('N71192','1'),
('N71192','2'),
('N71192','4'),
('N71192','6'),
('N71192','7'),
('N17270','1'),
('N17270','2'),
('N17270','4'),
('N17270','6'),
('N17270','7'),
('N17270','54'),
('N70015','1'),
('N70015','2'),
('N70015','4'),
('N70015','6'),
('N70015','7'),
('N70015','54'),
('N17765','1'),
('N17765','2'),
('N17765','4'),
('N17765','6'),
('N17765','7'),
('E17560','61A'),
('E17560','P7'),
('N19200','13'),
('N19200','16'),
('E01000','28X'),
('E01000','54'),
('E01000','58'),
('E01000','61A'),
('E01000','61B'),
('E01000','61C'),
('E01000','61D'),
('E01000','67'),
('E01000','69'),
('E01000','71A'),
('E01000','71B'),
('E01000','71C'),
('E01000','71D'),
('E01000','75'),
('E01000','93'),
('E01000','P3'),
('E01030','71A'),
('E01030','71B'),
('E01030','71C'),
('E01030','71D'),
('E01050','28X'),
('E01050','54'),
('E01050','58'),
('E01050','61A'),
('E01050','61B'),
('E01050','61C'),
('E01050','61D'),
('E01050','67'),
('E01050','69'),
('E01050','71A'),
('E01050','71B'),
('E01050','71C'),
('E01050','71D'),
('E01050','75'),
('E01050','81'),
('E01050','83'),
('E01050','93'),
('E01050','P3'),
('E01330','61A'),
('E01330','61B'),
('E01330','61C'),
('E01330','61D'),
('E01330','65'),
('E01330','67'),
('E01330','69'),
('E01330','71A'),
('E01330','71B'),
('E01330','71C'),
('E01330','71D'),
('E70453','71D'),
('P00585','61A'),
('P00585','61B'),
('P00585','61C'),
('P00585','61D'),
('P00585','71A'),
('P00585','71B'),
('P00585','71C'),
('P00585','71D'),
('E01640','71A'),
('E01640','71B'),
('E01640','71C'),
('E01640','71D'),
('P00610','81'),
('P00610','82'),
('P00610','83'),
('P00610','P17'),
('E01700','61A'),
('E01700','61B'),
('E01700','61C'),
('E01700','61D'),
('E01700','67'),
('E01700','69'),
('E01700','71A'),
('E01700','71B'),
('E01700','71C'),
('E01700','71D'),
('E01710','28X'),
('E01710','54'),
('E01710','58'),
('E01710','61A'),
('E01710','61B'),
('E01710','61C'),
('E01710','61D'),
('E01710','67'),
('E01710','69'),
('E01710','71A'),
('E01710','71B'),
('E01710','71C'),
('E01710','71D'),
('E01710','75'),
('E01710','93'),
('E01710','P3'),
('P00615','19L'),
('P00615','65'),
('P00615','67'),
('P00615','69'),
('P00615','77'),
('P00615','P69'),
('P00615','P7'),
('P00615','P76'),
('P00615','P78'),
('E01890','71D'),
('P00660','61A'),
('P00660','61B'),
('P00660','61C'),
('P00660','61D'),
('P00660','65'),
('P00660','67'),
('P00660','69'),
('P00660','71A'),
('P00660','71B'),
('P00660','71C'),
('P00660','71D'),
('E19200','28X'),
('E19200','58'),
('E19200','61A'),
('E19200','61B'),
('E19200','61C'),
('E19200','61D'),
('E19200','67'),
('E19200','69'),
('E19220','61A'),
('E19220','61B'),
('E19220','61C'),
('E19220','61D'),
('E19220','71A'),
('E19220','71B'),
('E19220','71C'),
('E19220','71D'),
('E19260','61B'),
('E19310','28X'),
('E19310','61A'),
('E19310','61B'),
('E19310','61C'),
('E19310','61D'),
('E19310','67'),
('E19310','69'),
('E19310','81'),
('E19310','83'),
('E19340','61A'),
('E19340','61B'),
('E19460','28X'),
('E19460','61A'),
('E19460','61B'),
('E19460','61C'),
('E19460','61D'),
('E19460','67'),
('E19460','69'),
('E19460','81'),
('E19460','83'),
('E19280','61A'),
('E19280','61B'),
('E19280','61C'),
('E19280','61D'),
('E19280','67'),
('E19280','69'),
('E19610','28X'),
('E19610','58'),
('E19610','61A'),
('E19610','61B'),
('E19610','61C'),
('E19610','61D'),
('E19610','67'),
('E19610','69'),
('E19650','61A'),
('E19650','61B'),
('E19650','61C'),
('E19650','61D'),
('E19780','61A'),
('E19780','61B'),
('E19780','61C'),
('E19780','61D'),
('E19780','71A'),
('E19780','71B'),
('E19780','71C'),
('E19780','71D'),
('E19840','54'),
('E19840','61A'),
('E19840','61B'),
('E19840','61C'),
('E19840','61D'),
('E19840','67'),
('E19840','69'),
('E19870','61A'),
('E19870','61B'),
('E19870','61C'),
('E19870','61D'),
('E19870','67'),
('E19870','69'),
('E19910','61A'),
('E19910','61B'),
('E19910','61C'),
('E19910','61D'),
('E19910','67'),
('E19910','69'),
('N20070','13'),
('N70084','13'),
('W07290','20'),
('W07380','20'),
('P00360','52L'),
('P00360','53L'),
('P00360','56'),
('P00360','57'),
('P00360','58'),
('P00380','52L'),
('P00380','53L'),
('P00380','56'),
('P00380','57'),
('P00380','58'),
('P00390','52L'),
('P00390','53L'),
('P00390','56'),
('P00390','57'),
('P00390','58'),
('E20320','77'),
('E20320','86'),
('E20350','77'),
